ITERARION NO:           1
 AVERAGE RES:   4.59269956E-02
 ITERARION NO:           2
 AVERAGE RES:   1.71997529E-02
 ITERARION NO:           3
 AVERAGE RES:   4.38404735E-03
 ITERARION NO:           4
 AVERAGE RES:   1.14679488E-03
 ITERARION NO:           5
 AVERAGE RES:   2.43553222E-04
 ITERARION NO:           6
 AVERAGE RES:   2.16134085E-05
 ITERARION NO:           7
 AVERAGE RES:   2.14607098E-07

