 AVERAGE RES:   4.99139121E-03
 ITERARION NO:          80
 AVERAGE RES:   1.87846296E-03
 ITERARION NO:          81
 AVERAGE RES:   4.99139121E-03
 ITERARION NO:          82
 AVERAGE RES:   1.87846296E-03
 ITERARION NO:          83
 AVERAGE RES:   4.99139121E-03
 ITERARION NO:          84
 AVERAGE RES:   1.87846296E-03
 ITERARION NO:          85
 AVERAGE RES:   4.99139121E-03
 ITERARION NO:          86
 AVERAGE RES:   1.87846296E-03
 ITERARION NO:          87
 AVERAGE RES:   4.99139121E-03
 ITERARION NO:          88
 AVERAGE RES:   1.87846296E-03
 ITERARION NO:          89
 AVERAGE RES:   4.99139121E-03
 ITERARION NO:          90
 AVERAGE RES:   1.87846296E-03
 ITERARION NO:          91
 AVERAGE RES:   4.99139121E-03
 ITERARION NO:          92
 AVERAGE RES:   1.87846296E-03
 ITERARION NO:          93
 AVERAGE RES:   4.99139121E-03
 ITERARION NO:          94
 AVERAGE RES:   1.87846296E-03
 ITERARION NO:          95
 AVERAGE RES:   4.99139121E-03
 ITERARION NO:          96
 AVERAGE RES:   1.87846296E-03
 ITERARION NO:          97
 AVERAGE RES:   4.99139121E-03
 ITERARION NO:          98
 AVERAGE RES:   1.87846296E-03
 ITERARION NO:          99
 AVERAGE RES:   4.99139121E-03
 ITERARION NO:         100
 AVERAGE RES:   1.87846296E-03

